trial,sl_mult,min_return,max_holding,sharpe_per_trade,total_return_pct,win_rate,n_trades,valid,label_total,label_count_-1,label_count_0,label_count_1,label_pct_-1,label_pct_0,label_pct_1
159,2.4553822103636174,0.00098014077835977,31,2049.146542248528,90125.77415602158,1.0,598819.0,True,794141,298492,195322,300327,37.58677615184205,24.59538041733143,37.817843430826514
160,2.465790361075374,0.0009840077122472458,28,2047.8899984536226,88535.91488561784,1.0,587231.0,True,794141,292516,206910,294715,36.834264947912274,26.05456713606274,37.11116791602499
161,2.4974060584758533,0.0009843421851792248,28,2047.9318111101957,89760.52989032729,1.0,591928.0,True,794141,297346,202213,294582,37.44246928442179,25.46311045519624,37.09442026038197
162,2.466932623655423,0.0009775621725235343,27,2043.699272858538,88312.9907802457,1.0,587594.0,True,794141,294209,206547,293385,37.0474512712478,26.00885736915737,36.94369135959483
163,2.458172509084468,0.000979342099086653,27,2040.282642935274,87865.3383804011,1.0,585099.0,True,794141,291935,209042,293164,36.7611041364191,26.323033315242505,36.91586254833839
164,2.4896005122574802,0.0009708830912070485,25,2032.0655007136836,87934.21458445421,1.0,585196.0,True,794141,296142,208945,289054,37.290858928074485,26.310818859623165,36.39832221230235
165,2.4249489237365816,0.0009858166252638533,32,2041.4002953150489,88864.65819988368,1.0,591955.0,True,794141,291323,202186,300632,36.68403973601665,25.45971055517849,37.85624970880486
166,2.4956447281583816,0.000970812138870524,28,2053.111244080203,90580.54336469356,1.0,600845.0,True,794141,304606,193296,296239,38.356664622529244,24.340261993776924,37.30307338369383
167,2.497117569360231,0.0009997563458242523,28,2040.6515579138372,88727.50143889883,1.0,581474.0,True,794141,288781,212667,292693,36.36394544545616,26.77950137318184,36.856553181362
168,2.4438071273683013,0.0009665241928142812,28,2049.31290145472,88861.01277306696,1.0,596049.0,True,794141,299310,198092,296739,37.68978053015774,24.944184974708524,37.36603449513374
169,2.444656660525574,0.0009681018340942325,28,2048.8718616972305,88792.31779031621,1.0,595121.0,True,794141,298557,199020,296564,37.59496109632924,25.06104079754099,37.34399810612977
170,2.424308534685424,0.0009632475454248787,31,2048.286942263385,89946.09827963836,1.0,605302.0,True,794141,303260,188839,302042,38.18717331053302,23.779026646401583,38.033800043065405
171,2.4241076591000907,0.0009670293850886655,31,2046.5073347026673,89683.02515163443,1.0,602602.0,True,794141,301007,191539,301595,37.903470542384795,24.119016648177087,37.977512809438124
