sl_mult,min_return,max_holding,score,valid,label_total,label_count_-1,label_count_0,label_count_1,label_pct_-1,label_pct_0,label_pct_1,econ_sharpe,econ_n_trades
0.4,0.0004,15,-inf,False,496272,126096,231201,138975,25.408646871070705,46.58755682367734,28.00379630525196,,
0.5,0.0004,15,33.84863664694218,True,496272,142972,191944,161356,28.809201405680756,38.67717703195022,32.513621562369025,33.84863664694218,304328.0
0.6,0.0004,15,34.29418414061069,True,496272,162670,151224,182378,32.778395718476965,30.47199922623078,36.749605055292264,34.29418414061069,345048.0
0.7,0.0004,15,-inf,False,496272,183957,114576,197739,37.06777734790599,23.087339201083275,39.84488345101074,,
0.8,0.0004,15,-inf,False,496272,205296,84462,206514,41.367637102234255,17.019295870006772,41.61306702775897,,
0.9,0.0004,15,-inf,False,496272,224772,61134,210366,45.292097881806754,12.318647838282232,42.389254279911015,,
1.0,0.0004,15,-inf,False,496272,241122,43452,211698,48.58666215301287,8.755682367733824,42.657655479253314,,
1.2,0.0004,15,-inf,False,496272,261735,23996,210541,52.74023116355547,4.835251636199503,42.42451720024503,,
1.4,0.0004,15,-inf,False,496272,269100,19442,207730,54.22429635361253,3.917609697907599,41.85809394847987,,
1.6,0.0004,15,-inf,False,496272,269408,22315,204549,54.28635909340039,4.496526098591095,41.21711480800851,,
1.8,0.0004,15,-inf,False,496272,266105,28460,201707,53.620796659896186,5.734758358319631,40.64444498178418,,
2.0,0.0004,15,-inf,False,496272,261001,35734,199537,52.592328400554536,7.200486829803012,40.20718476964246,,
0.4,0.0005,15,-inf,False,496272,88654,308367,99251,17.863993938807752,62.13669116935874,19.99931489183351,,
0.5,0.0005,15,-inf,False,496272,100754,277527,117991,20.302173001902183,55.92235709449657,23.775469903601252,,
0.6,0.0005,15,-inf,False,496272,115541,241544,139187,23.281789018925107,48.671696166618304,28.046514814456586,,
0.7,0.0005,15,37.916678684012844,True,496272,132863,203166,160243,26.772213624786406,40.938436986168874,32.289349389044716,37.916678684012844,293106.0
0.8,0.0005,15,37.47412691342523,True,496272,152017,165953,178302,30.631790630944323,33.439928103943004,35.92828126511268,37.47412691342523,330319.0
0.9,0.0005,15,37.13582383946319,True,496272,172120,132846,191306,34.68259341651353,26.76878808395396,38.548618499532516,37.13582383946319,363426.0
1.0,0.0005,15,-inf,False,496272,192169,104931,199172,38.722515072379665,21.143848534674532,40.1336363929458,,
1.2,0.0005,15,-inf,False,496272,226768,64366,205138,45.69429667601638,12.969903601250927,41.335799722732695,,
1.4,0.0005,15,-inf,False,496272,247996,43551,204725,49.97178966373279,8.775631105522779,41.25257923074443,,
1.6,0.0005,15,-inf,False,496272,257021,37614,201637,51.79034884095819,7.579311345391238,40.63033981365058,,
1.8,0.0005,15,-inf,False,496272,258414,39703,198155,52.07104168681691,8.000249862978366,39.928708450204724,,
2.0,0.0005,15,-inf,False,496272,255230,46054,194988,51.42945803913983,9.27999161750008,39.290550343360096,,
0.4,0.00015,20,-inf,False,496272,255782,10622,229868,51.54068736499339,2.140358513073476,46.31895412193313,,
0.5,0.00015,20,-inf,False,496272,264945,3714,227613,53.38705387368218,0.7483799206886547,45.86456620562917,,
0.6,0.00015,20,-inf,False,496272,269895,1321,225056,54.384490763129904,0.2661846729213012,45.3493245639488,,
0.7,0.00015,20,-inf,False,496272,273041,659,222572,55.01841731953445,0.13279008285778765,44.84879259760776,,
0.8,0.00015,20,-inf,False,496272,275478,433,220361,55.50947867298578,0.08725054002643712,44.40327078698778,,
0.9,0.00015,20,-inf,False,496272,277517,445,218310,55.92034207047748,0.08966856884934069,43.989989360673185,,
1.0,0.00015,20,-inf,False,496272,279114,561,216597,56.242141406325565,0.11304284747074185,43.6448157462037,,
1.2,0.00015,20,-inf,False,496272,281293,1014,213965,56.681215140084475,0.2043234355353516,43.11446142438018,,
1.4,0.00015,20,-inf,False,496272,282223,1915,212134,56.86861237385949,0.3858770996550279,42.745510526485475,,
1.6,0.00015,20,-inf,False,496272,282090,3297,210885,56.84181255440565,0.6643534190927556,42.493834026501595,,
1.8,0.00015,20,-inf,False,496272,281103,5062,210107,56.64292968372183,1.0200051584614889,42.33706515781668,,
2.0,0.00015,20,-inf,False,496272,279137,7134,210001,56.24677596156946,1.4375181352161717,42.315705903214365,,
0.4,0.0002,20,-inf,False,496272,232415,39822,224035,46.83218073959441,8.024228648805494,45.14359061160009,,
0.5,0.0002,20,-inf,False,496272,251370,19035,225867,50.65165876777251,3.835598220330786,45.5127430118967,,
0.6,0.0002,20,-inf,False,496272,263414,8294,224564,53.07855369636007,1.6712609214301832,45.25018538220976,,
0.7,0.0002,20,-inf,False,496272,270187,3669,222416,54.44332946448721,0.7393123126027662,44.817358222910016,,
0.8,0.0002,20,-inf,False,496272,274224,1757,220291,55.256794660992355,0.3540397201534642,44.38916561885418,,
0.9,0.0002,20,-inf,False,496272,276953,1075,218244,55.80669471580101,0.21661508205177804,43.97669020214721,,
1.0,0.0002,20,-inf,False,496272,278831,923,216518,56.18511622658542,0.1859867169616662,43.628897056452914,,
1.2,0.0002,20,-inf,False,496272,281145,1326,213801,56.651392784601995,0.2671921849308444,43.08141503046716,,
1.4,0.0002,20,-inf,False,496272,281965,2488,211819,56.816624754167066,0.5013379759486734,42.682037269884255,,
1.6,0.0002,20,-inf,False,496272,281647,4312,210313,56.752546990360116,0.8688783570300158,42.378574652609856,,
1.8,0.0002,20,-inf,False,496272,280385,6660,209227,56.49825095915143,1.3420059967114808,42.15974304413709,,
2.0,0.0002,20,-inf,False,496272,278111,9400,208761,56.04003449721121,1.894122577941129,42.065842924847665,,
0.4,0.00025,20,-inf,False,496272,203882,83289,209101,41.08271270593546,16.782933552567947,42.1343537414966,,
0.5,0.00025,20,-inf,False,496272,226396,50609,219267,45.61933778250637,10.197835058193894,44.182827159299734,,
0.6,0.00025,20,-inf,False,496272,246063,28219,221990,49.58228552084341,5.686196279459651,44.73151819969694,,
0.7,0.00025,20,-inf,False,496272,259932,14902,221438,52.37692233291421,3.0027887932424155,44.62028887384338,,
0.8,0.00025,20,-inf,False,496272,268602,7780,219890,54.12394815746203,1.567688686849147,44.30836315568882,,
0.9,0.00025,20,-inf,False,496272,273951,4279,218042,55.2017845052713,0.862228777767031,43.935986716961665,,
1.0,0.00025,20,-inf,False,496272,277319,2568,216385,55.88044459489957,0.5174581681013638,43.602097236999064,,
1.2,0.00025,20,-inf,False,496272,280620,2008,213644,56.545604023599964,0.4046168230325306,43.04977915336751,,
1.4,0.00025,20,-inf,False,496272,281645,3108,211519,56.7521439855563,0.6262694651320243,42.621586549311665,,
1.6,0.00025,20,-inf,False,496272,281176,5317,209779,56.657639359061164,1.07138827094819,42.27097236999065,,
1.8,0.00025,20,-inf,False,496272,279660,8230,208382,56.35216171776768,1.658364767708031,41.98947351452429,,
2.0,0.00025,20,-inf,False,496272,277112,11562,207598,55.83873359770448,2.3297707708675888,41.83149563142793,,
0.4,0.0003,20,30.59388400068513,True,496272,175515,134340,186417,35.366694070993326,27.069832672405454,37.56347325660122,30.59388400068513,361932.0
0.5,0.0003,20,-inf,False,496272,197421,94299,204552,39.78080568720379,19.001474997581973,41.21771931521423,,
0.6,0.0003,20,-inf,False,496272,219638,62389,214245,44.25758455040784,12.571533352677564,43.170882096914596,,
0.7,0.0003,20,-inf,False,496272,239354,39176,217742,48.230405906438406,7.894058097172518,43.875535996389075,,
0.8,0.0003,20,-inf,False,496272,254390,23667,218215,51.26019602153657,4.768957345971564,43.97084663249186,,
0.9,0.0003,20,-inf,False,496272,264908,14100,217264,53.37959828481156,2.8411838669116936,43.77921784827675,,
1.0,0.0003,20,-inf,False,496272,271649,8619,216004,54.73792597607764,1.7367492020504884,43.52532482187188,,
1.2,0.0003,20,-inf,False,496272,278620,4218,213434,56.142599219782696,0.8499371312506045,43.0074636489667,,
1.4,0.0003,20,-inf,False,496272,280747,4335,211190,56.571194828642355,0.8735129122739143,42.55529225908373,,
1.6,0.0003,20,-inf,False,496272,280547,6522,209203,56.53089434826063,1.3141986652480897,42.154906986491284,,
1.8,0.0003,20,-inf,False,496272,278896,9899,207477,56.19821388270948,1.9946722764935358,41.80711384079699,,
2.0,0.0003,20,-inf,False,496272,276040,13896,206336,55.62272302285843,2.8000773769223333,41.57719960021923,,
0.4,0.0004,20,-inf,False,496272,126175,231048,139049,25.42456556082148,46.556726956185315,28.0187074829932,,
0.5,0.0004,20,33.81134030968315,True,496272,143091,191732,161449,28.833180191507886,38.63445852274559,32.532361285746525,33.81134030968315,304540.0
0.6,0.0004,20,34.2489924099338,True,496272,162844,150888,182540,32.81345713640906,30.404294419189476,36.78224844440145,34.2489924099338,345384.0
0.7,0.0004,20,-inf,False,496272,184230,114030,198012,37.122787503627045,22.977318889641165,39.89989360673179,,
0.8,0.0004,20,-inf,False,496272,205766,83523,206983,41.462343231131314,16.830085114614565,41.70757165425412,,
0.9,0.0004,20,-inf,False,496272,225613,59620,211039,45.46156140181191,12.013573201792566,42.52486539639552,,
1.0,0.0004,20,-inf,False,496272,242478,41102,212692,48.85989941000097,8.28215172324854,42.85794886675049,,
1.2,0.0004,20,-inf,False,496272,264690,19320,212262,53.33567076119547,3.8930264048747465,42.77130283392978,,
1.4,0.0004,20,-inf,False,496272,274284,11619,210369,55.26888480510688,2.3412564077763807,42.389858787116744,,
1.6,0.0004,20,-inf,False,496272,277228,10977,208067,55.86210787632589,2.21189186575104,41.92600025792307,,
1.8,0.0004,20,-inf,False,496272,276537,13952,205783,55.72286971660703,2.8113615114292165,41.46576877196376,,
2.0,0.0004,20,-inf,False,496272,273726,18587,203959,55.156446464841856,3.74532514427572,41.09822839088242,,
0.4,0.0005,20,-inf,False,496272,88731,308236,99305,17.879509623754718,62.11029435470871,20.01019602153658,,
0.5,0.0005,20,-inf,False,496272,100864,277349,118059,20.324338266112132,55.88648966695683,23.789172066931037,,
0.6,0.0005,20,-inf,False,496272,115694,241273,139305,23.312618886417127,48.61708901570106,28.070292097881804,,
0.7,0.0005,20,37.83990285669379,True,496272,133090,202713,160469,26.817954670019667,40.84715639810427,32.334888931876065,37.83990285669379,293559.0
0.8,0.0005,20,37.38797752572194,True,496272,152387,165154,178731,30.706346519650513,33.27892768481801,36.01472579553148,37.38797752572194,331118.0
0.9,0.0005,20,37.04403300993672,True,496272,172808,131461,192003,34.82122706902666,26.489707257310506,38.68906567366283,37.04403300993672,364811.0
1.0,0.0005,20,-inf,False,496272,193337,102643,200292,38.957869877808946,20.682811039107584,40.35931908308347,,
1.2,0.0005,20,-inf,False,496272,229625,59304,207343,46.26998903826934,11.949898442789438,41.78011251894122,,
1.4,0.0005,20,-inf,False,496272,253373,34698,208201,51.0552680787955,6.9917303414256695,41.95300157977883,,
1.6,0.0005,20,-inf,False,496272,265542,24285,206445,53.50735080762162,4.893485830351098,41.59916336202728,,
1.8,0.0005,20,-inf,False,496272,269976,22342,203954,54.4008124576845,4.501966663442628,41.097220878872875,,
2.0,0.0005,20,-inf,False,496272,269481,25277,201514,54.301068768739725,5.0933762130444595,40.60555501821582,,
0.4,0.00015,25,-inf,False,496272,255826,10540,229906,51.54955347067737,2.123835316116968,46.32661121320566,,
0.5,0.00015,25,-inf,False,496272,264984,3624,227664,53.39491246735661,0.7302447045168778,45.87484282812651,,
0.6,0.00015,25,-inf,False,496272,269936,1224,225112,54.39275236160815,0.24663893993616404,45.360608698455685,,
0.7,0.00015,25,-inf,False,496272,273100,527,222645,55.03030596124706,0.10619176580584841,44.863502272947095,,
0.8,0.00015,25,-inf,False,496272,275579,256,220437,55.52983041557855,0.051584614888609465,44.41858496953284,,
0.9,0.00015,25,-inf,False,496272,277693,208,218371,55.9558064932134,0.041912499596995195,44.0022810071896,,
1.0,0.00015,25,-inf,False,496272,279356,248,216668,56.29090498758745,0.04997259567334042,43.65912241673921,,
1.2,0.00015,25,-inf,False,496272,281838,431,214003,56.79103394912467,0.08684753522261986,43.12211851565271,,
1.4,0.00015,25,-inf,False,496272,283338,839,212095,57.093287551987615,0.16906051520134122,42.73765193281104,,
1.6,0.00015,25,-inf,False,496272,284054,1537,210681,57.2375632717542,0.3097091917335655,42.452727536512235,,
1.8,0.00015,25,-inf,False,496272,284064,2539,209669,57.239578295773285,0.5116145984460135,42.2488071057807,,
2.0,0.00015,25,-inf,False,496272,283219,3812,209241,57.069308766160496,0.7681271560757004,42.16256407776381,,
0.4,0.0002,25,-inf,False,496272,232458,39737,224077,46.840845342876484,8.007100944643259,45.15205371248025,,
0.5,0.0002,25,-inf,False,496272,251417,18927,225928,50.66112938066222,3.8138359609246537,45.52503465841313,,
0.6,0.0002,25,-inf,False,496272,263469,8172,224631,53.08963632846504,1.6466776283973306,45.26368604313763,,
0.7,0.0002,25,-inf,False,496272,270265,3501,222506,54.45904665183608,0.7054599090821162,44.835493439081795,,
0.8,0.0002,25,-inf,False,496272,274352,1523,220397,55.28258696843666,0.3068881581068446,44.410524873456495,,
0.9,0.0002,25,-inf,False,496272,277161,766,218345,55.848607215398005,0.15435083986201115,43.997041944739976,,
1.0,0.0002,25,-inf,False,496272,279119,504,216649,56.24314891833511,0.1015572105619499,43.65529387110295,,
1.2,0.0002,25,-inf,False,496272,281774,551,213947,56.778137795402515,0.11102782345165554,43.11083438114582,,
1.4,0.0002,25,-inf,False,496272,283237,1047,211988,57.07293580939484,0.2109730147983364,42.71609117580682,,
1.6,0.0002,25,-inf,False,496272,283856,1952,210464,57.19766579617629,0.39333268852564723,42.40900151529806,,
1.8,0.0002,25,-inf,False,496272,283702,3270,209300,57.16663442628236,0.6589128542412226,42.17445271947642,,
2.0,0.0002,25,-inf,False,496272,282657,4943,208672,56.956064416287845,0.9960263726343618,42.047909211077794,,
0.4,0.00025,25,-inf,False,496272,203918,83208,209146,41.08996679240416,16.76661185801335,42.14342134958249,,
0.5,0.00025,25,-inf,False,496272,226447,50493,219332,45.62961440500371,10.174460779572494,44.1959248154238,,
0.6,0.00025,25,-inf,False,496272,246121,28086,222065,49.59397266015411,5.659396460005803,44.74663087984009,,
0.7,0.00025,25,-inf,False,496272,260016,14717,221539,52.39384853467454,2.965510848889319,44.64064061643615,,
0.8,0.00025,25,-inf,False,496272,268745,7515,220012,54.15276300093497,1.5142905503433601,44.332946448721664,,
0.9,0.00025,25,-inf,False,496272,274183,3920,218169,55.248533062514106,0.7898894154818324,43.96157752200406,,
1.0,0.00025,25,-inf,False,496272,277640,2074,216558,55.94512686591224,0.4179159815585001,43.63695715252926,,
1.2,0.00025,25,-inf,False,496272,281330,1058,213884,56.688670728955096,0.21318954121933134,43.09813972982558,,
1.4,0.00025,25,-inf,False,496272,283061,1333,211878,57.037471386658936,0.2686027017442048,42.693925911596864,,
1.6,0.00025,25,-inf,False,496272,283620,2411,210241,57.15011122932585,0.48582229100170876,42.36406647967244,,
1.8,0.00025,25,-inf,False,496272,283338,4018,208916,57.093287551987615,0.8096366508688783,42.0970757971435,,
2.0,0.00025,25,-inf,False,496272,282091,6111,208070,56.84201405680756,1.2313811780636423,41.9266047651288,,
0.4,0.0003,25,30.580089750620385,True,496272,175542,134269,186461,35.37213463584486,27.055526001869946,37.5723393622852,30.580089750620385,362003.0
0.5,0.0003,25,-inf,False,496272,197465,94191,204616,39.78967179288777,18.979712738175838,41.230615468936385,,
0.6,0.0003,25,-inf,False,496272,219695,62256,214321,44.269070187316636,12.544733533223715,43.18619627945965,,
0.7,0.0003,25,-inf,False,496272,239440,38980,217852,48.24773511300255,7.854563626398427,43.89770126059903,,
0.8,0.0003,25,-inf,False,496272,254535,23383,218354,51.28941386981333,4.711730663829513,43.998855466357156,,
0.9,0.0003,25,-inf,False,496272,265149,13705,217418,53.42816036367154,2.7615904181577844,43.81024921817068,,
1.0,0.0003,25,-inf,False,496272,271997,8058,216217,54.80804881194183,1.6237063545797465,43.56824483347842,,
1.2,0.0003,25,-inf,False,496272,279404,3107,213761,56.30057710287907,0.6260679627301157,43.07335493439082,,
1.4,0.0003,25,-inf,False,496272,282294,2248,211730,56.88291904439501,0.45297739949060195,42.66410355611439,,
1.6,0.0003,25,-inf,False,496272,283249,3035,209988,57.075353838217744,0.6115597897926943,42.313086371989556,,
1.8,0.0003,25,-inf,False,496272,282958,4816,208498,57.01671663926234,0.9704355675919657,42.012847793145696,,
2.0,0.0003,25,-inf,False,496272,281568,7285,207419,56.73662830060935,1.467944997904375,41.795426701486285,,
0.4,0.0004,25,-inf,False,496272,126193,230991,139088,25.428192604055837,46.54524131927653,28.026566076667635,,
0.5,0.0004,25,33.781897959183354,True,496272,143121,191649,161502,28.839225263565144,38.61773382338718,32.54304091304768,33.781897959183354,304623.0
0.6,0.0004,25,34.21618293856888,True,496272,162879,150784,182609,32.82050972047587,30.383338169390978,36.79615211013315,34.21618293856888,345488.0
0.7,0.0004,25,-inf,False,496272,184291,113858,198123,37.13507915014347,22.94266047651288,39.92226037334365,,
0.8,0.0004,25,-inf,False,496272,205886,83256,207130,41.486523519360354,16.776283973304963,41.73719250733468,,
0.9,0.0004,25,-inf,False,496272,225827,59195,211250,45.504682915820354,11.927934680981398,42.567382403198245,,
1.0,0.0004,25,-inf,False,496272,242821,40460,212991,48.92901473385563,8.1527871812232,42.91819808492117,,
1.2,0.0004,25,-inf,False,496272,265535,17966,212771,53.50594029080826,3.62019215269046,42.873867556501274,,
1.4,0.0004,25,-inf,False,496272,276040,8961,211271,55.62272302285843,1.80566302350324,42.57161395363833,,
1.6,0.0004,25,-inf,False,496272,280327,6467,209478,56.48656381984073,1.303116033143115,42.21032014701615,,
1.8,0.0004,25,-inf,False,496272,281236,7382,207654,56.66972950317568,1.4874907308895122,41.842779765934814,,
2.0,0.0004,25,-inf,False,496272,280172,9927,206173,56.455330947544894,2.0003143437469775,41.54435470870813,,
0.4,0.0005,25,-inf,False,496272,88747,308187,99338,17.882733662185256,62.100420737015185,20.016845600799563,,
0.5,0.0005,25,-inf,False,496272,100890,277280,118102,20.329577328561758,55.87258600122513,23.79783667021311,,
0.6,0.0005,25,-inf,False,496272,115725,241183,139364,23.318865460876292,48.59895379952929,28.082180739594413,,
0.7,0.0005,25,37.80193403121037,True,496272,133143,202563,160566,26.828634297320825,40.81693103781797,32.3544346648612,37.80193403121037,293709.0
0.8,0.0005,25,37.34591432588142,True,496272,152486,164912,178874,30.726295257439467,33.23016410355611,36.04354063900442,37.34591432588142,331360.0
0.9,0.0005,25,36.99767435691587,True,496272,172989,131067,192216,34.857699003772126,26.410315310958506,38.73198568526937,36.99767435691587,365205.0
1.0,0.0005,25,-inf,False,496272,193636,102001,200635,39.01811909597963,20.553446497082245,40.42843440693813,,
1.2,0.0005,25,-inf,False,496272,230446,57792,208034,46.43542251023632,11.645226811103589,41.91935067866009,,
1.4,0.0005,25,-inf,False,496272,255198,31612,209462,51.423009962278755,6.369893929135635,42.20709610858561,,
1.6,0.0005,25,-inf,False,496272,268866,18949,208457,54.177144791565915,3.8182690137666437,42.00458619466744,,
1.8,0.0005,25,-inf,False,496272,275133,14476,206663,55.4399603443273,2.9169487700293386,41.64309088564336,,
2.0,0.0005,25,-inf,False,496272,276600,14798,204874,55.73556436792727,2.9818325434439177,41.28260308862882,,
0.4,0.00015,30,-inf,False,496272,255844,10495,229933,51.55318051391172,2.1147677080310796,46.33205177805719,,
0.5,0.00015,30,-inf,False,496272,265003,3575,227694,53.39874101299288,0.7203710868233549,45.88088790018377,,
0.6,0.00015,30,-inf,False,496272,269960,1165,225147,54.397588419253964,0.2347502982235548,45.367661282522484,,
0.7,0.00015,30,-inf,False,496272,273132,463,222677,55.036754038108135,0.09329561208369604,44.86995034980817,,
0.8,0.00015,30,-inf,False,496272,275623,184,220465,55.53869652126253,0.03707644195118806,44.42422703678628,,
0.9,0.00015,30,-inf,False,496272,277752,111,218409,55.96769513492601,0.022366766611858012,44.00993809846213,,
1.0,0.00015,30,-inf,False,496272,279442,121,216709,56.308234194151595,0.024381790630944318,43.667384015217465,,
1.2,0.00015,30,-inf,False,496272,282051,180,214041,56.83395396073121,0.03627043234355353,43.129775606925236,,
1.4,0.00015,30,-inf,False,496272,283806,355,212111,57.18759067608086,0.07153335267756392,42.74087597124158,,
1.6,0.00015,30,-inf,False,496272,284983,720,210569,57.42475900312731,0.14508172937421412,42.43015926749847,,
1.8,0.00015,30,-inf,False,496272,285507,1318,209447,57.53034626172744,0.2655801657155753,42.204073572556986,,
2.0,0.00015,30,-inf,False,496272,285346,2153,208773,57.49790437502015,0.433834671309282,42.06826095367057,,
0.4,0.0002,30,-inf,False,496272,232478,39688,224106,46.84487539091466,7.997227326949738,45.1578972821356,,
0.5,0.0002,30,-inf,False,496272,251439,18873,225960,50.665562433504206,3.802954831221588,45.5314827352742,,
0.6,0.0002,30,-inf,False,496272,263496,8108,224668,53.09507689331657,1.6337814746751782,45.27114163200825,,
0.7,0.0002,30,-inf,False,496272,270302,3430,222540,54.4665022407067,0.6911532385466035,44.842344520746686,,
0.8,0.0002,30,-inf,False,496272,274401,1443,220428,55.29246058613019,0.29076796595415416,44.41677144791566,,
0.9,0.0002,30,-inf,False,496272,277228,656,218388,55.86210787632589,0.13218557565206177,44.00570654802205,,
1.0,0.0002,30,-inf,False,496272,279213,359,216700,56.26209014411452,0.07233936228519844,43.665570493600285,,
1.2,0.0002,30,-inf,False,496272,282005,254,214013,56.824684850243415,0.05118161008479222,43.124133539671796,,
1.4,0.0002,30,-inf,False,496272,283758,453,212061,57.177918560789244,0.09128058806460973,42.73080085114614,,
1.6,0.0002,30,-inf,False,496272,284887,930,210455,57.405414772544084,0.1873972337750266,42.407187993680886,,
1.8,0.0002,30,-inf,False,496272,285337,1680,209255,57.49609085340297,0.3385240352064997,42.16538511139053,,
2.0,0.0002,30,-inf,False,496272,285078,2750,208444,57.443901731308635,0.5541316052487345,42.00196666344263,,
0.4,0.00025,30,-inf,False,496272,203938,83160,209174,41.09399684044234,16.756939742721734,42.14906341683593,,
0.5,0.00025,30,-inf,False,496272,226470,50439,219363,45.63424896024761,10.163579649869426,44.20217138988296,,
0.6,0.00025,30,-inf,False,496272,246149,28022,222101,49.59961472740755,5.6465003062836505,44.753884966308796,,
0.7,0.00025,30,-inf,False,496272,260054,14643,221575,52.40150562594707,2.95059967114808,44.647894702904864,,
